txn_count,total_spent,avg_txn,median_txn,max_txn,min_txn,txn_std,merchant_diversity,merchant_count,city_diversity,state_diversity,active_days,insufficient_funds_count,error_count,overnight_count,weekend_count,high_risk_count,chip_count,swipe_count,online_count,observed_span_days,txn_frequency,spending_velocity,spending_volatility,max_to_avg_ratio,insufficient_funds_ratio,declined_ratio,night_ratio,weekend_ratio,high_risk_ratio,chip_ratio,swipe_ratio,online_ratio,merchant_per_txn_ratio,merchant_entropy,avg_monthly_spent,std_monthly_spent,avg_monthly_txn,std_monthly_txn,active_months,monthly_spend_trend,avg_txn_gap_days,std_txn_gap_days,recency_days,total_credit_limit,avg_credit_limit,card_count,debit_card_count,credit_card_count,chip_card_count,avg_cards_issued,current_age,retirement_age,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,debt_to_income,age_to_retirement,spend_to_limit_ratio,spend_to_income_ratio,avg_txn_to_income_ratio,txn_per_card,spent_per_card,spend_last_60,txn_last_60,spend_last_120,txn_last_120,spending_acceleration_60_120,txn_acceleration_60_120
65,2098.19,32.27984615384616,25.01,159.24,-88.0,39.160491988590515,22,23,12,2,55,1,1,3,15,2,32,9,24,179,0.36312849162011174,11.72173184357542,1.213156091325563,4.933109013006448,0.015384615384615385,0.015384615384615385,0.046153846153846156,0.23076923076923078,0.03076923076923077,0.49230769230769234,0.13846153846153847,0.36923076923076925,0.35384615384615387,2.4301334437759397,349.6983333333333,216.31441897540412,10.833333333333334,4.708148963941845,6,-9.952285714285718,2.3125,2.4291549252350393,0,51574.0,12893.5,4,3,1,3,1.75,82,67,23074.0,52315.0,3174.0,695,4,0.0606709356781038,-15,0.04068309613371079,0.04010685271910542,0.0006170285033708526,16.25,524.5475,721.5,21.0,1314.76,39.0,0.5487693571450303,0.5384615384615384
80,3822.64,47.783,50.515,186.74,-101.0,49.157058171754606,20,30,10,6,59,1,2,23,20,2,70,5,5,172,0.46511627906976744,22.224651162790696,1.0287562139621749,3.9080844651863633,0.0125,0.025,0.2875,0.25,0.025,0.875,0.0625,0.0625,0.375,2.478299069736876,637.1066666666667,244.67888267414222,13.333333333333334,3.204163957519444,6,-104.87314285714285,1.6962025316455696,2.1385019341954337,1,46402.0,9280.4,5,3,2,5,1.8,77,71,18239.0,38692.0,8902.0,596,5,0.230073400186085,-6,0.0823809318563855,0.09879665047038147,0.0012349581308797684,16.0,764.528,789.94,24.0,2320.24,54.0,0.3404561597076165,0.4444444444444444
112,2862.74,25.56017857142857,34.51,449.0,-466.0,101.91555196092182,22,31,20,5,82,1,2,0,32,1,101,8,3,175,0.64,16.358514285714286,3.9872785581726755,17.566387446991346,0.008928571428571428,0.017857142857142856,0.0,0.2857142857142857,0.008928571428571428,0.9017857142857143,0.07142857142857142,0.026785714285714284,0.2767857142857143,2.076225343847328,477.1233333333333,547.9212438906404,18.666666666666668,5.4283207962192765,6,-207.69542857142844,1.1081081081081081,1.3840083509426944,1,47510.0,11877.5,4,3,1,4,1.0,41,60,17013.0,34690.0,48954.0,683,4,1.4111847794753531,19,0.06025552515259945,0.08252349380224848,0.0007368169089486471,28.0,715.685,175.81999999999996,36.0,1340.28,77.0,0.13118154415495267,0.4675324675324675
114,4343.14,38.097719298245615,33.415,315.73,-92.0,49.84054318719695,15,22,3,2,82,5,6,0,29,1,53,4,57,178,0.6404494382022472,24.399662921348316,1.3082290516401618,8.287372730328748,0.043859649122807015,0.05263157894736842,0.0,0.2543859649122807,0.008771929824561403,0.4649122807017544,0.03508771929824561,0.5,0.19298245614035087,1.8074846436312335,723.8566666666666,228.07469370069674,19.0,3.5777087639996634,6,-92.52114285714285,1.1150442477876106,1.516293721483528,2,3711.0,3711.0,1,1,0,1,2.0,45,64,19621.0,40006.0,72794.0,621,1,1.819577063440484,19,1.1703422258151444,0.10856221566764986,0.000952300137435525,114.0,4343.14,1153.55,40.0,2557.71,69.0,0.45100891031430457,0.5797101449275363
128,9288.62,72.56734375,52.875,1364.38,4.92,123.15525540165254,26,36,14,7,93,0,0,9,33,2,84,3,41,177,0.7231638418079096,52.4780790960452,1.6971167613070104,18.80157009329696,0.0,0.0,0.0703125,0.2578125,0.015625,0.65625,0.0234375,0.3203125,0.28125,2.5496160903565563,1548.1033333333335,616.9007338516195,21.333333333333332,3.6696957185394354,6,-109.94799999999991,0.9133858267716536,1.2600303728214037,0,18225.0,9112.5,2,1,1,2,1.5,54,67,30281.0,61740.0,126015.0,583,2,2.0410592808551993,13,0.5096636488340193,0.1504473598963395,0.0011753699991901524,64.0,4644.31,2395.36,42.0,5429.65,90.0,0.44116287421841194,0.4666666666666667
101,2231.54,22.094455445544554,20.0,199.25,-99.0,50.54803091071397,19,27,5,2,75,2,2,21,25,3,74,19,8,177,0.5706214689265536,12.607570621468927,2.287815195776061,9.01809960834222,0.019801980198019802,0.019801980198019802,0.2079207920792079,0.24752475247524752,0.0297029702970297,0.7326732673267327,0.18811881188118812,0.07920792079207921,0.26732673267326734,2.4671174010886103,371.92333333333335,189.6417341902005,16.833333333333332,4.400757510550504,6,-57.17885714285713,1.28,2.040400040000079,3,22676.0,7558.666666666667,3,1,2,3,1.3333333333333333,78,66,12672.0,8526.0,3723.0,684,3,0.4366643209007741,-12,0.09840977244663962,0.26173352099460473,0.0025914209999465814,33.666666666666664,743.8466666666667,450.74,26.0,1228.67,62.0,0.36685196187747726,0.41935483870967744
52,1034.99,19.903653846153848,8.89,100.0,-76.0,32.76228086034222,13,24,6,5,46,0,0,0,17,0,29,2,21,178,0.29213483146067415,5.814550561797753,1.6460435412301524,5.024203132397414,0.0,0.0,0.0,0.3269230769230769,0.0,0.5576923076923077,0.038461538461538464,0.40384615384615385,0.46153846153846156,2.0913146132382714,172.49833333333333,111.77973007959298,8.666666666666666,2.7325202042558927,6,-0.5465714285714304,3.0588235294117645,3.029268985784408,1,44.0,44.0,1,1,0,1,1.0,61,67,31281.0,63781.0,111808.0,654,1,1.7529985418855145,6,23.5225,0.01622724635863345,0.0003120624299737202,52.0,1034.99,341.36,17.0,803.56,36.0,0.4248095972920504,0.4722222222222222
84,5014.82,59.70023809523809,16.869999999999997,1279.22,-96.0,154.91097885891423,19,29,11,5,61,1,2,4,18,0,67,15,2,179,0.4692737430167598,28.015754189944133,2.5948134178592244,21.427385230177755,0.011904761904761904,0.023809523809523808,0.047619047619047616,0.21428571428571427,0.0,0.7976190476190477,0.17857142857142858,0.023809523809523808,0.34523809523809523,2.4409640512392956,835.8033333333333,562.1746824846052,14.0,6.2289646009589745,6,-21.177142857142858,1.7108433734939759,2.3917037527717824,1,32393.0,8098.25,4,4,0,4,2.0,62,66,26481.0,53996.0,98211.0,632,4,1.818856952366842,4,0.15481184206464357,0.09287391658641381,0.0011056418641239739,21.0,1253.705,1831.72,38.0,2914.5099999999998,56.0,0.6284830040041036,0.6785714285714286
68,2109.05,31.015441176470592,16.645,250.17,-230.0,67.37714297389618,23,32,15,6,60,0,0,3,26,0,39,25,4,168,0.40476190476190477,12.553869047619049,2.172374160036481,8.06598231431213,0.0,0.0,0.04411764705882353,0.38235294117647056,0.0,0.5735294117647058,0.36764705882352944,0.058823529411764705,0.47058823529411764,2.79902515646592,351.5083333333334,425.62824964594006,11.333333333333334,3.7237973450050514,6,6.846000000000061,2.014925373134328,2.4026029906561934,1,77567.0,19391.75,4,3,1,3,2.0,68,72,19243.0,39238.0,85457.0,702,4,2.177914266782201,4,0.027190042157102894,0.05375019114124064,0.0007904439873711858,17.0,527.2625,726.48,25.0,1065.51,42.0,0.6818143424275699,0.5952380952380952
74,2636.74,35.63162162162162,37.129999999999995,135.81,-99.0,45.363471757980115,20,26,5,2,60,0,0,3,25,1,59,10,5,178,0.4157303370786517,14.81314606741573,1.2731239750944456,3.8115020821165535,0.0,0.0,0.04054054054054054,0.33783783783783783,0.013513513513513514,0.7972972972972973,0.13513513513513514,0.06756756756756757,0.35135135135135137,2.56342517431773,439.45666666666665,168.73273703305668,12.333333333333334,3.265986323710904,6,-66.00171428571423,1.9589041095890412,2.232576713652632,1,46224.0,15408.0,3,1,2,3,1.3333333333333333,29,67,25166.0,51303.0,106248.0,688,3,2.0709900005847612,38,0.0570426618206992,0.05139543496481687,0.0006945329049299577,24.666666666666668,878.9133333333333,581.5,22.0,1418.52,49.0,0.4099342977187491,0.4489795918367347
218,6637.42,30.446880733944955,22.83,206.0,-207.0,61.55867767160823,20,25,11,5,132,7,10,2,61,1,51,77,90,180,1.211111111111111,36.87455555555555,2.021838565649092,6.76588192400059,0.03211009174311927,0.045871559633027525,0.009174311926605505,0.2798165137614679,0.0045871559633027525,0.23394495412844038,0.3532110091743119,0.41284403669724773,0.11467889908256881,1.7049542316224469,1106.2366666666667,392.197443982832,36.333333333333336,7.916228058025277,6,-10.812571428571408,0.4377880184331797,0.7619727632224228,0,31772.0,10590.666666666666,3,2,1,2,1.3333333333333333,49,68,19471.0,39700.0,59062.0,701,3,1.4877078085642317,19,0.2089078433841118,0.16718942065491185,0.0007669239479583112,72.66666666666667,2212.4733333333334,2485.2599999999998,87.0,4051.79,154.0,0.6133733485693976,0.564935064935065
107,1918.46,17.929532710280373,2.59,194.04,-255.0,46.03491993642614,15,21,7,2,82,0,0,0,34,0,92,11,4,175,0.6114285714285714,10.962628571428572,2.567547112370129,10.822367940952638,0.0,0.0,0.0,0.3177570093457944,0.0,0.8598130841121495,0.102803738317757,0.037383177570093455,0.19626168224299065,1.6702298616775546,319.74333333333334,185.39268255965948,17.833333333333332,2.4832774042918904,6,-82.66742857142852,1.1886792452830188,1.6160693499214738,3,56440.0,11288.0,5,4,1,5,1.4,61,68,21869.0,44583.0,85531.0,717,5,1.9184666801247112,7,0.03399114103472715,0.043031200233272775,0.00040216074984367076,21.4,383.692,446.65000000000003,37.0,852.6600000000001,75.0,0.5238313043886191,0.49333333333333335
79,3277.88,41.49215189873418,38.85,177.45,-108.0,47.59120638098117,22,34,6,3,71,1,1,27,24,4,72,3,4,178,0.4438202247191011,18.41505617977528,1.1469929662152099,4.276712387274702,0.012658227848101266,0.012658227848101266,0.34177215189873417,0.3037974683544304,0.05063291139240506,0.9113924050632911,0.0379746835443038,0.05063291139240506,0.43037974683544306,2.8091263568564884,546.3133333333334,221.06554617729708,13.166666666666666,3.311595788538611,6,-25.475999999999956,1.7692307692307692,2.0188917940107824,0,17614.0,17614.0,1,1,0,1,2.0,28,66,21494.0,43826.0,84935.0,823,1,1.9380048373111851,38,0.1860951515839673,0.07479304522429608,0.000946747407902482,79.0,3277.88,914.83,26.0,2347.57,54.0,0.3896923201438083,0.48148148148148145
73,3749.29,51.36013698630137,36.47,366.53,-276.0,81.0276556953302,24,32,22,6,60,2,8,15,32,1,42,3,28,179,0.40782122905027934,20.945754189944132,1.5776370634864478,7.136468504703557,0.0273972602739726,0.1095890410958904,0.2054794520547945,0.4383561643835616,0.0136986301369863,0.5753424657534246,0.0410958904109589,0.3835616438356164,0.4383561643835616,2.105330173579968,624.8816666666667,151.56806555691955,12.166666666666666,2.5625508125043424,6,-35.53285714285711,2.0,2.5398236602866966,0,41193.0,20596.5,2,2,0,2,1.5,38,66,25756.0,52512.0,95640.0,706,2,1.8212979890310785,28,0.09101764862962154,0.0713987279098111,0.0009780647658878233,36.5,1874.645,1053.51,29.0,2417.17,52.0,0.43584439654637447,0.5576923076923077
103,3568.48,34.645436893203886,33.52,251.79,0.92,42.69401358083574,23,36,11,4,86,0,0,1,25,3,94,2,7,178,0.5786516853932584,20.0476404494382,1.2323127490769406,7.267623750168138,0.0,0.0,0.009708737864077669,0.24271844660194175,0.02912621359223301,0.912621359223301,0.019417475728155338,0.06796116504854369,0.34951456310679613,2.5781596648054657,594.7466666666667,179.8979203511443,17.166666666666668,3.9707262140150967,6,33.44285714285713,1.2058823529411764,1.457912757946959,1,58502.0,8357.42857142857,7,4,3,7,1.5714285714285714,85,69,16654.0,25066.0,424.0,695,7,0.01691534349317801,-16,0.060997572732556155,0.14236336072767894,0.0013821685507541645,14.714285714285714,509.78285714285715,1319.41,42.0,2703.06,77.0,0.4881171709100057,0.5454545454545454
87,4941.5,56.798850574712645,56.46,250.0,-164.0,60.128110081053364,23,37,14,6,72,4,4,0,32,2,67,12,8,170,0.5117647058823529,29.06764705882353,1.0586149098556394,4.401497520995649,0.04597701149425287,0.04597701149425287,0.0,0.367816091954023,0.022988505747126436,0.7701149425287356,0.13793103448275862,0.09195402298850575,0.42528735632183906,2.7112276417136227,823.5833333333334,437.29225832006983,14.5,3.6193922141707713,6,92.16228571428566,1.5116279069767442,1.883327381159155,7,27837.0,6959.25,4,3,1,4,1.75,47,64,16703.0,34057.0,59247.0,655,4,1.7396423642716623,17,0.17751553687538169,0.1450949878145462,0.0016677584806269678,21.75,1235.375,1549.17,29.0,3992.84,59.0,0.3879869967241362,0.4915254237288136
113,6956.65,61.563274336283186,68.87,393.5,-87.0,70.3004188343863,20,32,7,4,87,0,1,0,25,0,90,19,4,175,0.6457142857142857,39.75228571428571,1.1419213742657246,6.3917977762285005,0.0,0.008849557522123894,0.0,0.22123893805309736,0.0,0.7964601769911505,0.168141592920354,0.035398230088495575,0.2831858407079646,2.6988833651327524,1159.4416666666666,292.77896587129794,18.833333333333332,3.868677637987774,6,-77.99171428571428,1.0714285714285714,1.399577064264758,2,72342.0,24114.0,3,2,1,3,1.6666666666666667,44,65,45812.0,93406.0,151935.0,801,3,1.626608569042674,21,0.09616336291504243,0.07447754962207995,0.0006590933594874332,37.666666666666664,2318.883333333333,1780.79,31.0,4692.96,73.0,0.37945987180798474,0.4246575342465753
129,3108.87,24.099767441860465,7.19,912.66,-100.0,90.3026108899363,20,31,11,5,95,0,1,5,40,2,71,1,57,180,0.7166666666666667,17.2715,3.7470324602835703,37.87007497901167,0.0,0.007751937984496124,0.03875968992248062,0.31007751937984496,0.015503875968992248,0.5503875968992248,0.007751937984496124,0.4418604651162791,0.24031007751937986,2.0466843999077793,518.145,585.8390607922963,21.5,4.847679857416329,6,-68.15171428571429,0.9375,1.215062941890627,0,79329.0,13221.5,6,5,1,5,1.1666666666666667,40,64,17370.0,35418.0,51741.0,660,6,1.4608673555819076,24,0.03918957758196876,0.08777655429442656,0.0006804384053831516,21.5,518.145,535.57,36.0,2333.48,87.0,0.22951557330682074,0.41379310344827586
79,2871.0,36.34177215189873,12.69,328.81,-95.0,61.5425457536886,25,32,9,3,61,1,2,2,20,1,68,8,3,177,0.4463276836158192,16.220338983050848,1.6934382147479623,9.047715081853013,0.012658227848101266,0.02531645569620253,0.02531645569620253,0.25316455696202533,0.012658227848101266,0.8607594936708861,0.10126582278481013,0.0379746835443038,0.4050632911392405,2.724063526510346,478.5,241.74082220427726,13.166666666666666,3.65604522218567,6,4.354285714285729,1.8076923076923077,2.735327765006962,0,18518.0,9259.0,2,2,0,2,2.0,51,72,16928.0,34517.0,74143.0,645,2,2.1480140220760786,21,0.15503834107355005,0.08317640582901178,0.0010528658965697694,39.5,1435.5,1273.5,30.0,1823.96,48.0,0.6982061010109871,0.625
70,1747.53,24.964714285714287,10.815000000000001,190.75,-95.0,47.90065400665225,20,32,20,4,60,1,1,0,10,7,58,10,2,174,0.40229885057471265,10.043275862068965,1.9187343167016633,7.640784421440547,0.014285714285714285,0.014285714285714285,0.0,0.14285714285714285,0.1,0.8285714285714286,0.14285714285714285,0.02857142857142857,0.45714285714285713,2.5801437271416874,291.255,212.76938941022507,11.666666666666666,3.9327683210007005,6,19.535714285714267,2.028985507246377,1.992419564342588,2,76340.0,12723.333333333334,6,3,3,6,1.5,54,67,18794.0,38318.0,93284.0,748,6,2.434469439949893,13,0.02289140686402934,0.045605981523044,0.0006515140217577714,11.666666666666666,291.255,462.89,25.0,1270.48,51.0,0.36434261066683454,0.49019607843137253
51,3113.67,61.05235294117647,38.23,252.54,-150.0,65.61092002367397,19,26,11,4,43,1,2,2,18,3,12,34,5,178,0.28651685393258425,17.492528089887642,1.0746665257420898,4.136449912803862,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.35294117647058826,0.058823529411764705,0.23529411764705882,0.6666666666666666,0.09803921568627451,0.5098039215686274,2.6080492002083893,518.945,203.37788166366568,8.5,4.5934736311423405,6,-7.694000000000029,3.12,3.6957780656046,0,43452.0,14484.0,3,1,2,2,1.0,48,73,26227.0,53478.0,73030.0,674,3,1.3656082875201017,25,0.07165769124551229,0.05822338157747111,0.0011416349328915905,17.0,1037.89,912.46,18.0,2036.29,41.0,0.44809923930284984,0.43902439024390244
46,2036.7,44.27608695652174,16.675,227.31,-89.0,54.49434704538978,21,26,11,5,41,0,0,2,12,1,36,5,5,170,0.27058823529411763,11.980588235294118,1.2307850759011785,5.133922521726322,0.0,0.0,0.043478260869565216,0.2608695652173913,0.021739130434782608,0.782608695652174,0.10869565217391304,0.10869565217391304,0.5652173913043478,2.6294393796431454,339.45,118.87834335992406,7.666666666666667,1.3662601021279464,6,20.131999999999987,3.311111111111111,3.028817817851938,3,63368.0,15842.0,4,3,1,4,1.5,70,66,20045.0,29164.0,19851.0,625,4,0.6806679467837059,-4,0.03214082817826032,0.06983609930050748,0.0015181760717501624,11.5,509.175,847.34,16.0,1377.87,31.0,0.6149636758184736,0.5161290322580645
57,1159.1299999999999,20.335614035087715,12.0,201.0,-479.0,102.16867004785944,18,30,17,7,46,1,1,3,18,4,52,1,4,177,0.3220338983050847,6.548757062146892,5.024125156563965,9.884137240861683,0.017543859649122806,0.017543859649122806,0.05263157894736842,0.3157894736842105,0.07017543859649122,0.9122807017543859,0.017543859649122806,0.07017543859649122,0.5263157894736842,2.5193074149410473,193.1883333333333,372.9169485779195,9.5,2.16794833886788,6,-112.36257142857139,2.6964285714285716,2.78254064975383,3,43272.0,8654.4,5,2,3,5,1.6,82,67,15090.0,21815.0,1597.0,498,5,0.07320650928260371,-15,0.026787067849879827,0.05313454045381617,0.000932184920242389,11.4,231.82599999999996,131.63000000000005,15.0,347.28000000000003,37.0,0.3790313291868234,0.40540540540540543
104,2718.04,26.134999999999998,8.629999999999999,159.92,0.27,33.33961301689785,20,28,8,1,77,2,3,8,26,3,51,53,0,180,0.5777777777777777,15.100222222222222,1.275669141645221,6.118997512913717,0.019230769230769232,0.028846153846153848,0.07692307692307693,0.25,0.028846153846153848,0.49038461538461536,0.5096153846153846,0.0,0.2692307692307692,2.4830022616005287,453.00666666666666,129.30591814246813,17.333333333333332,3.983298465677241,6,-49.886857142857146,1.2912621359223302,1.4860862400829975,0,20616.0,6872.0,3,2,1,2,1.0,47,68,12630.0,25748.0,41455.0,738,3,1.6100279633369583,21,0.13184128831975164,0.10556315053596396,0.001015030293615038,34.666666666666664,906.0133333333333,663.66,27.0,1523.41,68.0,0.43564109464950335,0.39705882352941174
103,2195.22,21.31281553398058,20.0,161.0,-380.0,50.91030731605004,16,23,10,4,81,1,1,1,26,29,98,1,4,170,0.6058823529411764,12.913058823529411,2.388718057212104,7.554140359508388,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.2524271844660194,0.2815533980582524,0.9514563106796117,0.009708737864077669,0.038834951456310676,0.22330097087378642,2.1492498762849097,365.86999999999995,192.5661499848818,17.166666666666668,1.1690451944500118,6,-65.11028571428568,1.2058823529411764,1.4511056576233476,4,26812.0,8937.333333333334,3,2,1,3,1.3333333333333333,58,71,11844.0,24155.0,2870.0,802,3,0.11881598012833781,13,0.08187453379083992,0.09088056303042848,0.0008823355634022182,34.333333333333336,731.7399999999999,409.92,34.0,1274.46,70.0,0.3216421072454216,0.4857142857142857
